ID,LONGITUDE,LATITUDE,MOISTURE,CROP,ALTITUDE,DRY_BU_AC,Watershed,Treatment,Year_,Site
1130,-93.273685,41.539895,1.519999,"""SOYBEANS""",883.7,55.532,Basswood5,B,2009,Basswood
1131,-93.273705,41.5399,1.529999,"""SOYBEANS""",884.3,54.8533,Basswood5,B,2009,Basswood
1132,-93.273748,41.539909,1.519999,"""SOYBEANS""",885.3,59.9408,Basswood5,B,2009,Basswood
1133,-93.273811,41.539922,1.529999,"""SOYBEANS""",887.2,63.655,Basswood5,B,2009,Basswood
1134,-93.27388,41.539936,1.519999,"""SOYBEANS""",888.8,61.3956,Basswood5,B,2009,Basswood
1135,-93.273928,41.539945,1.509999,"""SOYBEANS""",889.7,57.3134,Basswood5,B,2009,Basswood
1136,-93.273952,41.539948,1.519999,"""SOYBEANS""",890.2,61.1533,Basswood5,B,2009,Basswood
1137,-93.274001,41.539954,1.529999,"""SOYBEANS""",890.7,67.284,Basswood5,B,2009,Basswood
1281,-93.274334,41.540029,1.509999,"""SOYBEANS""",892.8,67.4528,Basswood5,B,2009,Basswood
1284,-93.274125,41.540032,1.509999,"""SOYBEANS""",892.3,68.4692,Basswood5,B,2009,Basswood
1285,-93.274047,41.540028,1.509999,"""SOYBEANS""",891.7,68.2443,Basswood5,B,2009,Basswood
1286,-93.273993,41.540024,1.5,"""SOYBEANS""",891.1,65.4999,Basswood5,B,2009,Basswood
1287,-93.273939,41.540016,1.48,"""SOYBEANS""",890.3,67.4221,Basswood5,B,2009,Basswood
1288,-93.273859,41.540003,1.46,"""SOYBEANS""",888.9,59.3416,Basswood5,B,2009,Basswood
1289,-93.273807,41.539993,1.49,"""SOYBEANS""",887.7,56.1431,Basswood5,B,2009,Basswood
1290,-93.27373,41.539976,1.5,"""SOYBEANS""",885.5,61.2182,Basswood5,B,2009,Basswood
1291,-93.273655,41.53996,1.49,"""SOYBEANS""",883.1,59.0436,Basswood5,B,2009,Basswood
1292,-93.273609,41.539949,1.47,"""SOYBEANS""",881.5,52.0508,Basswood5,B,2009,Basswood
1293,-93.273589,41.53994,1.49,"""SOYBEANS""",881.1,43.8861,Basswood5,B,2009,Basswood
1294,-93.273527,41.539976,1.559999,"""SOYBEANS""",879.3,5.7349,Basswood5,B,2009,Basswood
1295,-93.273558,41.539988,1.519999,"""SOYBEANS""",880.6,49.83,Basswood5,B,2009,Basswood
1296,-93.273591,41.540001,1.549999,"""SOYBEANS""",881.8,41.6625,Basswood5,B,2009,Basswood
1297,-93.273602,41.540005,1.529999,"""SOYBEANS""",882.2,42.5078,Basswood5,B,2009,Basswood
1298,-93.273633,41.540015,1.509999,"""SOYBEANS""",883.5,60.5152,Basswood5,B,2009,Basswood
1299,-93.273664,41.540024,1.5,"""SOYBEANS""",884.7,59.2311,Basswood5,B,2009,Basswood
1300,-93.273686,41.54003,1.519999,"""SOYBEANS""",885.4,68.8608,Basswood5,B,2009,Basswood
1301,-93.273721,41.540038,1.509999,"""SOYBEANS""",886.4,54.9894,Basswood5,B,2009,Basswood
1302,-93.273743,41.540043,1.529999,"""SOYBEANS""",887,64.3064,Basswood5,B,2009,Basswood
1303,-93.273766,41.540048,1.519999,"""SOYBEANS""",887.6,77.7714,Basswood5,B,2009,Basswood
1304,-93.27382,41.54006,1.519999,"""SOYBEANS""",888.6,65.602,Basswood5,B,2009,Basswood
1305,-93.273881,41.540072,1.519999,"""SOYBEANS""",890.1,69.0728,Basswood5,B,2009,Basswood
1306,-93.273904,41.540075,1.509999,"""SOYBEANS""",890.5,61.084,Basswood5,B,2009,Basswood
1307,-93.273952,41.540082,1.519999,"""SOYBEANS""",891.2,61.9095,Basswood5,B,2009,Basswood
1308,-93.273976,41.540084,1.509999,"""SOYBEANS""",891.4,62.3335,Basswood5,B,2009,Basswood
1309,-93.274049,41.54009,1.5,"""SOYBEANS""",892.2,66.2866,Basswood5,B,2009,Basswood
1310,-93.274124,41.540094,1.519999,"""SOYBEANS""",892.6,64.2788,Basswood5,B,2009,Basswood
1311,-93.274199,41.540095,1.529999,"""SOYBEANS""",893,63.6062,Basswood5,B,2009,Basswood
1312,-93.274275,41.540094,1.509999,"""SOYBEANS""",893.1,61.0993,Basswood5,B,2009,Basswood
1313,-93.274352,41.540092,1.509999,"""SOYBEANS""",893.2,64.6729,Basswood5,B,2009,Basswood
1314,-93.274403,41.540088,1.509999,"""SOYBEANS""",893.2,64.9781,Basswood5,B,2009,Basswood
1315,-93.274479,41.540083,1.5,"""SOYBEANS""",893.3,67.7369,Basswood5,B,2009,Basswood
1316,-93.274505,41.54008,1.5,"""SOYBEANS""",893.4,65.1784,Basswood5,B,2009,Basswood
1317,-93.274581,41.540071,1.5,"""SOYBEANS""",893.3,62.4162,Basswood5,B,2009,Basswood
1544,-93.274278,41.540163,1.5,"""SOYBEANS""",891.8,67.168,Basswood5,B,2009,Basswood
1545,-93.274204,41.540163,1.519999,"""SOYBEANS""",891.7,62.1735,Basswood5,B,2009,Basswood
1546,-93.274155,41.540163,1.49,"""SOYBEANS""",891.8,63.3421,Basswood5,B,2009,Basswood
1547,-93.274081,41.54016,1.49,"""SOYBEANS""",891.7,58.4208,Basswood5,B,2009,Basswood
1548,-93.274031,41.540155,1.48,"""SOYBEANS""",891.6,59.5493,Basswood5,B,2009,Basswood
1549,-93.273955,41.540148,1.49,"""SOYBEANS""",891.1,62.652,Basswood5,B,2009,Basswood
1550,-93.273929,41.540145,1.48,"""SOYBEANS""",890.9,55.9192,Basswood5,B,2009,Basswood
1551,-93.273878,41.540137,1.48,"""SOYBEANS""",890.2,63.7645,Basswood5,B,2009,Basswood
1552,-93.2738,41.540123,1.44,"""SOYBEANS""",888.7,58.1771,Basswood5,B,2009,Basswood
1553,-93.273726,41.540108,1.49,"""SOYBEANS""",887.1,52.8464,Basswood5,B,2009,Basswood
1554,-93.27366,41.540093,1.559999,"""SOYBEANS""",885.3,47.8512,Basswood5,B,2009,Basswood
1555,-93.273615,41.540079,1.529999,"""SOYBEANS""",883.7,37.8264,Basswood5,B,2009,Basswood
1556,-93.273549,41.540056,1.509999,"""SOYBEANS""",881,43.3441,Basswood5,B,2009,Basswood
1557,-93.273528,41.540047,1.509999,"""SOYBEANS""",880.2,47.6876,Basswood5,B,2009,Basswood
1558,-93.273508,41.540037,1.5,"""SOYBEANS""",879.3,46.1539,Basswood5,B,2009,Basswood
1559,-93.273563,41.540042,1.549999,"""SOYBEANS""",880.9,5.0345,Basswood5,B,2009,Basswood
1560,-93.273544,41.540054,1.5,"""SOYBEANS""",880.4,14.9726,Basswood5,B,2009,Basswood
1561,-93.273529,41.540066,1.47,"""SOYBEANS""",880.2,42.1009,Basswood5,B,2009,Basswood
1562,-93.273493,41.540095,1.5,"""SOYBEANS""",880.5,64.5599,Basswood5,B,2009,Basswood
1563,-93.273464,41.540115,1.5,"""SOYBEANS""",880.2,63.5993,Basswood5,B,2009,Basswood
1564,-93.273446,41.540127,1.46,"""SOYBEANS""",880.2,52.6073,Basswood5,B,2009,Basswood
1565,-93.273391,41.54016,1.47,"""SOYBEANS""",880.6,51.9071,Basswood5,B,2009,Basswood
1566,-93.273351,41.54018,1.49,"""SOYBEANS""",881,53.4799,Basswood5,B,2009,Basswood
1567,-93.273329,41.540189,1.5,"""SOYBEANS""",881,51.1271,Basswood5,B,2009,Basswood
1568,-93.273307,41.540196,1.49,"""SOYBEANS""",881.1,56.5992,Basswood5,B,2009,Basswood
1569,-93.273261,41.54021,1.49,"""SOYBEANS""",881,59.4727,Basswood5,B,2009,Basswood
1570,-93.273237,41.540215,1.48,"""SOYBEANS""",880.9,49.9966,Basswood5,B,2009,Basswood
1571,-93.273213,41.540219,1.48,"""SOYBEANS""",880.7,48.6625,Basswood5,B,2009,Basswood
1572,-93.273139,41.540229,1.5,"""SOYBEANS""",880.3,59.6202,Basswood5,B,2009,Basswood
1573,-93.273115,41.540231,1.49,"""SOYBEANS""",880.3,60.061,Basswood5,B,2009,Basswood
1574,-93.273065,41.540234,1.49,"""SOYBEANS""",880,60.8568,Basswood5,B,2009,Basswood
1575,-93.273017,41.540236,1.49,"""SOYBEANS""",880,62.7377,Basswood5,B,2009,Basswood
1576,-93.272945,41.540236,1.48,"""SOYBEANS""",880.2,62.3758,Basswood5,B,2009,Basswood
1577,-93.272895,41.540234,1.48,"""SOYBEANS""",880.2,59.8164,Basswood5,B,2009,Basswood
1578,-93.272822,41.54023,1.47,"""SOYBEANS""",880.3,64.8493,Basswood5,B,2009,Basswood
1579,-93.272797,41.540227,1.48,"""SOYBEANS""",880,61.0532,Basswood5,B,2009,Basswood
1580,-93.272722,41.540219,1.46,"""SOYBEANS""",879.6,22.0846,Basswood5,B,2009,Basswood
1581,-93.272646,41.540212,1.46,"""SOYBEANS""",878.6,7.3719,Basswood5,B,2009,Basswood
1587,-93.272708,41.540281,1.5,"""SOYBEANS""",882.1,55.6629,Basswood5,B,2009,Basswood
1588,-93.272778,41.540287,1.5,"""SOYBEANS""",882.7,59.1419,Basswood5,B,2009,Basswood
1589,-93.272849,41.540292,1.5,"""SOYBEANS""",883,61.1489,Basswood5,B,2009,Basswood
1590,-93.272897,41.540294,1.509999,"""SOYBEANS""",883.1,63.8391,Basswood5,B,2009,Basswood
1591,-93.272946,41.540295,1.529999,"""SOYBEANS""",883.1,61.0395,Basswood5,B,2009,Basswood
1592,-93.273018,41.540294,1.509999,"""SOYBEANS""",883,49.6659,Basswood5,B,2009,Basswood
1593,-93.273063,41.540293,1.49,"""SOYBEANS""",883,52.069,Basswood5,B,2009,Basswood
1594,-93.27308,41.540292,1.509999,"""SOYBEANS""",883,49.3142,Basswood5,B,2009,Basswood
1595,-93.273092,41.540292,1.529999,"""SOYBEANS""",883,48.9059,Basswood5,B,2009,Basswood
1596,-93.273096,41.540291,1.46,"""SOYBEANS""",882.8,25.7487,Basswood5,B,2009,Basswood
1597,-93.273083,41.540291,1.49,"""SOYBEANS""",882.8,84.2892,Basswood5,B,2009,Basswood
1598,-93.273156,41.540247,1.58,"""SOYBEANS""",881.4,12.7637,Basswood5,B,2009,Basswood
1599,-93.27318,41.54025,1.529999,"""SOYBEANS""",881.8,23.7899,Basswood5,B,2009,Basswood
1600,-93.273203,41.540253,1.48,"""SOYBEANS""",882.2,37.0942,Basswood5,B,2009,Basswood
1601,-93.273227,41.540255,1.519999,"""SOYBEANS""",882.5,39.4962,Basswood5,B,2009,Basswood
1602,-93.273251,41.540255,1.529999,"""SOYBEANS""",882.7,46.7132,Basswood5,B,2009,Basswood
1603,-93.273275,41.540253,1.5,"""SOYBEANS""",882.8,46.6353,Basswood5,B,2009,Basswood
1604,-93.273299,41.54025,1.539999,"""SOYBEANS""",882.9,47.1774,Basswood5,B,2009,Basswood
1605,-93.273322,41.540246,1.539999,"""SOYBEANS""",883.2,51.7247,Basswood5,B,2009,Basswood
1606,-93.273346,41.540241,1.49,"""SOYBEANS""",883.1,57.6005,Basswood5,B,2009,Basswood
1607,-93.273368,41.540234,1.529999,"""SOYBEANS""",883.1,50.9299,Basswood5,B,2009,Basswood
1608,-93.27339,41.540226,1.529999,"""SOYBEANS""",883.3,51.9142,Basswood5,B,2009,Basswood
1609,-93.273412,41.540217,1.509999,"""SOYBEANS""",883.2,53.7528,Basswood5,B,2009,Basswood
1610,-93.273433,41.540208,1.5,"""SOYBEANS""",883.2,59.0352,Basswood5,B,2009,Basswood
1611,-93.273473,41.540187,1.5,"""SOYBEANS""",883.3,65.0815,Basswood5,B,2009,Basswood
1612,-93.273511,41.540164,1.5,"""SOYBEANS""",883.2,77.3903,Basswood5,B,2009,Basswood
1613,-93.273546,41.540139,1.48,"""SOYBEANS""",883.4,36.2689,Basswood5,B,2009,Basswood
1614,-93.273598,41.540101,1.46,"""SOYBEANS""",883.6,10.0975,Basswood5,B,2009,Basswood
1615,-93.273613,41.540086,1.429999,"""SOYBEANS""",883.5,9.5143,Basswood5,B,2009,Basswood
1616,-93.27362,41.540071,1.45,"""SOYBEANS""",883.3,5.0055,Basswood5,B,2009,Basswood
1617,-93.273573,41.540133,1.46,"""SOYBEANS""",884.1,30.0444,Basswood5,B,2009,Basswood
1618,-93.273639,41.540152,1.519999,"""SOYBEANS""",885.9,56.9744,Basswood5,B,2009,Basswood
1619,-93.273661,41.540157,1.49,"""SOYBEANS""",886.5,62.2479,Basswood5,B,2009,Basswood
1620,-93.273727,41.540171,1.5,"""SOYBEANS""",888,60.2262,Basswood5,B,2009,Basswood
1621,-93.273794,41.540185,1.5,"""SOYBEANS""",889.2,61.4961,Basswood5,B,2009,Basswood
1622,-93.273862,41.540199,1.49,"""SOYBEANS""",890.4,61.846,Basswood5,B,2009,Basswood
1623,-93.273909,41.540206,1.5,"""SOYBEANS""",890.9,61.3878,Basswood5,B,2009,Basswood
1624,-93.273981,41.540214,1.519999,"""SOYBEANS""",891.3,62.517,Basswood5,B,2009,Basswood
1625,-93.274055,41.540219,1.509999,"""SOYBEANS""",891.3,60.8602,Basswood5,B,2009,Basswood
1685,-93.273915,41.540277,1.49,"""SOYBEANS""",891,61.9205,Basswood5,B,2009,Basswood
1686,-93.273889,41.540273,1.5,"""SOYBEANS""",890.9,54.2292,Basswood5,B,2009,Basswood
1687,-93.273839,41.540265,1.509999,"""SOYBEANS""",890.6,57.4196,Basswood5,B,2009,Basswood
1688,-93.273814,41.540261,1.509999,"""SOYBEANS""",890.4,58.7414,Basswood5,B,2009,Basswood
1689,-93.273737,41.540245,1.48,"""SOYBEANS""",889.3,64.1984,Basswood5,B,2009,Basswood
1690,-93.273659,41.540229,1.5,"""SOYBEANS""",887.9,61.7308,Basswood5,B,2009,Basswood
1691,-93.273634,41.540223,1.49,"""SOYBEANS""",887.4,56.6723,Basswood5,B,2009,Basswood
1692,-93.273555,41.540205,1.5,"""SOYBEANS""",885.7,29.0175,Basswood5,B,2009,Basswood
1693,-93.2735,41.540191,1.46,"""SOYBEANS""",884.2,17.3587,Basswood5,B,2009,Basswood
1694,-93.273475,41.540182,1.45,"""SOYBEANS""",883.6,11.8591,Basswood5,B,2009,Basswood
1695,-93.273365,41.540231,1.509999,"""SOYBEANS""",883.8,6.2814,Basswood5,B,2009,Basswood
1696,-93.273387,41.540236,1.48,"""SOYBEANS""",884.2,19.0048,Basswood5,B,2009,Basswood
1697,-93.273407,41.54024,1.519999,"""SOYBEANS""",884.5,53.1971,Basswood5,B,2009,Basswood
1698,-93.273473,41.540253,1.509999,"""SOYBEANS""",885.9,63.0705,Basswood5,B,2009,Basswood
1699,-93.273543,41.540268,1.519999,"""SOYBEANS""",887.3,62.8121,Basswood5,B,2009,Basswood
1700,-93.273613,41.540283,1.5,"""SOYBEANS""",888.5,62.9687,Basswood5,B,2009,Basswood
1701,-93.273684,41.540297,1.509999,"""SOYBEANS""",889.3,60.0161,Basswood5,B,2009,Basswood
1702,-93.273755,41.540311,1.509999,"""SOYBEANS""",889.8,57.4838,Basswood5,B,2009,Basswood
1967,-93.273656,41.539753,1.509999,"""SOYBEANS""",882.3,29.1092,Basswood5,B,2009,Basswood
1968,-93.273704,41.539712,1.519999,"""SOYBEANS""",882.8,54.1174,Basswood5,B,2009,Basswood
2531,-93.27283,41.540405,1.5,"""SOYBEANS""",886.5,67.3863,Basswood5,B,2009,Basswood
2532,-93.272911,41.540402,1.519999,"""SOYBEANS""",886.5,65.9832,Basswood5,B,2009,Basswood
2533,-93.272991,41.540399,1.529999,"""SOYBEANS""",886.8,66.217,Basswood5,B,2009,Basswood
2534,-93.273045,41.540396,1.5,"""SOYBEANS""",886.8,68.6181,Basswood5,B,2009,Basswood
2535,-93.273127,41.540391,1.509999,"""SOYBEANS""",886.7,66.2813,Basswood5,B,2009,Basswood
2536,-93.273208,41.540387,1.509999,"""SOYBEANS""",886.9,69.6777,Basswood5,B,2009,Basswood
2537,-93.273289,41.540385,1.49,"""SOYBEANS""",887.1,66.6471,Basswood5,B,2009,Basswood
2538,-93.273342,41.540383,1.509999,"""SOYBEANS""",887.3,70.1605,Basswood5,B,2009,Basswood
2539,-93.273396,41.540381,1.5,"""SOYBEANS""",887.4,64.1902,Basswood5,B,2009,Basswood
2540,-93.273476,41.54038,1.509999,"""SOYBEANS""",887.8,65.7668,Basswood5,B,2009,Basswood
2541,-93.27353,41.540379,1.509999,"""SOYBEANS""",888.1,65.6039,Basswood5,B,2009,Basswood
2542,-93.273609,41.540378,1.49,"""SOYBEANS""",888.6,62.7345,Basswood5,B,2009,Basswood
2543,-93.273635,41.540377,1.5,"""SOYBEANS""",888.8,62.0694,Basswood5,B,2009,Basswood
2553,-93.273656,41.540314,1.49,"""SOYBEANS""",889.1,27.2049,Basswood5,B,2009,Basswood
2554,-93.273569,41.540315,1.5,"""SOYBEANS""",888.2,41.3401,Basswood5,B,2009,Basswood
2555,-93.273485,41.540315,1.5,"""SOYBEANS""",887.1,50.9415,Basswood5,B,2009,Basswood
2556,-93.273417,41.540316,1.5,"""SOYBEANS""",886.3,69.1209,Basswood5,B,2009,Basswood
2557,-93.273394,41.540318,1.49,"""SOYBEANS""",886.1,59.8616,Basswood5,B,2009,Basswood
2558,-93.273348,41.54032,1.48,"""SOYBEANS""",885.8,59.2498,Basswood5,B,2009,Basswood
2559,-93.273287,41.540322,1.48,"""SOYBEANS""",885.4,69.143,Basswood5,B,2009,Basswood
2560,-93.273269,41.540324,1.49,"""SOYBEANS""",885.4,52.7748,Basswood5,B,2009,Basswood
2561,-93.273247,41.540325,1.419999,"""SOYBEANS""",885.3,37.4579,Basswood5,B,2009,Basswood
2562,-93.27327,41.540335,1.539999,"""SOYBEANS""",885.8,10.9908,Basswood5,B,2009,Basswood
2563,-93.273226,41.540347,1.5,"""SOYBEANS""",885.7,17.7609,Basswood5,B,2009,Basswood
2564,-93.273204,41.540351,1.549999,"""SOYBEANS""",886,16.3042,Basswood5,B,2009,Basswood
2565,-93.273181,41.540356,1.559999,"""SOYBEANS""",885.9,20.3674,Basswood5,B,2009,Basswood
2566,-93.273158,41.540358,1.5,"""SOYBEANS""",885.9,24.7592,Basswood5,B,2009,Basswood
2567,-93.273134,41.54036,1.47,"""SOYBEANS""",885.8,23.4863,Basswood5,B,2009,Basswood
2568,-93.27311,41.54036,1.48,"""SOYBEANS""",885.7,22.5531,Basswood5,B,2009,Basswood
2569,-93.273087,41.540359,1.49,"""SOYBEANS""",885.7,32.872,Basswood5,B,2009,Basswood
2570,-93.273016,41.540358,1.49,"""SOYBEANS""",885.4,32.8146,Basswood5,B,2009,Basswood
2571,-93.272943,41.540355,1.5,"""SOYBEANS""",885.1,38.9845,Basswood5,B,2009,Basswood
2572,-93.27287,41.540352,1.49,"""SOYBEANS""",884.9,42.3671,Basswood5,B,2009,Basswood
2573,-93.272797,41.540348,1.5,"""SOYBEANS""",884.6,43.0243,Basswood5,B,2009,Basswood
2574,-93.272773,41.540348,1.5,"""SOYBEANS""",884.5,45.5784,Basswood5,B,2009,Basswood
2575,-93.272749,41.540348,1.519999,"""SOYBEANS""",884.4,45.3394,Basswood5,B,2009,Basswood
3581,-93.273706,41.539692,1.49,"""SOYBEANS""",881.4,7.0113,Basswood5,B,2009,Basswood
3582,-93.273695,41.539707,1.5,"""SOYBEANS""",881.5,5.738,Basswood5,B,2009,Basswood
3666,-93.273548,41.539601,1.46,"""SOYBEANS""",875.6,56.8328,Basswood5,B,2009,Basswood
3667,-93.273537,41.539618,1.46,"""SOYBEANS""",875.5,56.2346,Basswood5,B,2009,Basswood
3668,-93.273528,41.539635,1.419999,"""SOYBEANS""",875.5,61.1297,Basswood5,B,2009,Basswood
3669,-93.273503,41.539681,1.37,"""SOYBEANS""",875.1,49.3995,Basswood5,B,2009,Basswood
3670,-93.273496,41.539697,1.389999,"""SOYBEANS""",874.9,29.1985,Basswood5,B,2009,Basswood
3671,-93.273489,41.539712,1.399999,"""SOYBEANS""",874.8,13.9307,Basswood5,B,2009,Basswood
3672,-93.273386,41.539719,1.509999,"""SOYBEANS""",871.6,15.8399,Basswood5,B,2009,Basswood
3673,-93.273396,41.539705,1.47,"""SOYBEANS""",872,30.9491,Basswood5,B,2009,Basswood
3674,-93.273405,41.53969,1.49,"""SOYBEANS""",872.3,44.3392,Basswood5,B,2009,Basswood
3675,-93.273431,41.539641,1.409999,"""SOYBEANS""",873,49.082,Basswood5,B,2009,Basswood
3676,-93.273445,41.539608,1.48,"""SOYBEANS""",873.5,54.3256,Basswood5,B,2009,Basswood
3677,-93.273454,41.539591,1.46,"""SOYBEANS""",873.4,53.6879,Basswood5,B,2009,Basswood
3678,-93.273464,41.539575,1.46,"""SOYBEANS""",873.6,52.1118,Basswood5,B,2009,Basswood
3679,-93.273475,41.53956,1.5,"""SOYBEANS""",873.6,49.8798,Basswood5,B,2009,Basswood
3754,-93.27342,41.539513,1.419999,"""SOYBEANS""",871.1,55.52,Basswood5,B,2009,Basswood
3755,-93.273408,41.539529,1.419999,"""SOYBEANS""",871.2,62.7212,Basswood5,B,2009,Basswood
3756,-93.273396,41.539546,1.399999,"""SOYBEANS""",870.9,56.4983,Basswood5,B,2009,Basswood
3757,-93.273386,41.539562,1.399999,"""SOYBEANS""",870.9,62.4219,Basswood5,B,2009,Basswood
3758,-93.273377,41.539579,1.399999,"""SOYBEANS""",870.9,62.5555,Basswood5,B,2009,Basswood
3759,-93.273369,41.539597,1.47,"""SOYBEANS""",870.5,52.6333,Basswood5,B,2009,Basswood
3760,-93.273356,41.539632,1.49,"""SOYBEANS""",870.4,13.9321,Basswood5,B,2009,Basswood
3761,-93.273251,41.539624,1.509999,"""SOYBEANS""",866.7,7.0399,Basswood5,B,2009,Basswood
3762,-93.273263,41.53961,1.47,"""SOYBEANS""",867.1,18.7594,Basswood5,B,2009,Basswood
3763,-93.273273,41.539595,1.46,"""SOYBEANS""",867.4,31.4118,Basswood5,B,2009,Basswood
3764,-93.273282,41.539579,1.5,"""SOYBEANS""",867.9,40.5876,Basswood5,B,2009,Basswood
3765,-93.273292,41.539564,1.48,"""SOYBEANS""",868.3,40.6525,Basswood5,B,2009,Basswood
3766,-93.2733,41.539547,1.47,"""SOYBEANS""",868.5,50.2735,Basswood5,B,2009,Basswood
3865,-93.272517,41.539642,1.519999,"""SOYBEANS""",860.4,34.9217,Basswood5,B,2009,Basswood
3866,-93.272534,41.539655,1.509999,"""SOYBEANS""",860.7,33.35,Basswood5,B,2009,Basswood
3867,-93.272553,41.539667,1.46,"""SOYBEANS""",860.9,33.9727,Basswood5,B,2009,Basswood
3868,-93.272574,41.539679,1.49,"""SOYBEANS""",861.1,31.5151,Basswood5,B,2009,Basswood
3869,-93.272595,41.539689,1.49,"""SOYBEANS""",861.3,37.0467,Basswood5,B,2009,Basswood
3870,-93.27266,41.539721,1.49,"""SOYBEANS""",861.5,32.9863,Basswood5,B,2009,Basswood
3871,-93.272679,41.539731,1.46,"""SOYBEANS""",861.7,31.7946,Basswood5,B,2009,Basswood
3872,-93.272696,41.539743,1.5,"""SOYBEANS""",862,31.9348,Basswood5,B,2009,Basswood
3873,-93.272714,41.539756,1.48,"""SOYBEANS""",862.5,36.9199,Basswood5,B,2009,Basswood
3874,-93.272731,41.539771,1.5,"""SOYBEANS""",862.7,29.1467,Basswood5,B,2009,Basswood
3875,-93.272747,41.539785,1.49,"""SOYBEANS""",863.1,18.2125,Basswood5,B,2009,Basswood
3876,-93.272779,41.539815,1.5,"""SOYBEANS""",863.5,12.4662,Basswood5,B,2009,Basswood
3877,-93.272791,41.539831,1.509999,"""SOYBEANS""",864,8.5176,Basswood5,B,2009,Basswood
3878,-93.272761,41.539959,1.529999,"""SOYBEANS""",869.2,8.8381,Basswood5,B,2009,Basswood
3879,-93.272744,41.539974,1.47,"""SOYBEANS""",870,22.526,Basswood5,B,2009,Basswood
3880,-93.2727,41.540014,1.509999,"""SOYBEANS""",871.3,15.0661,Basswood5,B,2009,Basswood
3933,-93.27262,41.540139,1.539999,"""SOYBEANS""",874.7,8.4577,Basswood5,B,2009,Basswood
3981,-93.272534,41.53993,1.46,"""SOYBEANS""",868.6,64.9744,Basswood5,B,2009,Basswood
3982,-93.272543,41.539944,1.46,"""SOYBEANS""",869,61.8621,Basswood5,B,2009,Basswood
3983,-93.272551,41.539959,1.48,"""SOYBEANS""",869.6,55.9863,Basswood5,B,2009,Basswood
3984,-93.272567,41.539988,1.47,"""SOYBEANS""",870.6,27.4808,Basswood5,B,2009,Basswood
3985,-93.272577,41.540015,1.49,"""SOYBEANS""",871.3,16.8838,Basswood5,B,2009,Basswood
3986,-93.272678,41.540024,1.48,"""SOYBEANS""",871.9,20.8655,Basswood5,B,2009,Basswood
3987,-93.272662,41.539999,1.44,"""SOYBEANS""",870.6,49.7651,Basswood5,B,2009,Basswood
3988,-93.272639,41.539961,1.45,"""SOYBEANS""",869.6,55.971,Basswood5,B,2009,Basswood
3989,-93.272616,41.539923,1.44,"""SOYBEANS""",868.4,54.7128,Basswood5,B,2009,Basswood
3990,-93.272599,41.539897,1.44,"""SOYBEANS""",867.7,57.4917,Basswood5,B,2009,Basswood
3991,-93.272572,41.539861,1.45,"""SOYBEANS""",866.8,52.315,Basswood5,B,2009,Basswood
3992,-93.272544,41.539826,1.47,"""SOYBEANS""",866.1,57.6346,Basswood5,B,2009,Basswood
3993,-93.272523,41.539802,1.45,"""SOYBEANS""",865.6,56.8207,Basswood5,B,2009,Basswood
4020,-93.272541,41.539712,1.49,"""SOYBEANS""",863.2,29.4926,Basswood5,B,2009,Basswood
4021,-93.272556,41.539726,1.5,"""SOYBEANS""",863.5,35.693,Basswood5,B,2009,Basswood
4022,-93.2726,41.539767,1.5,"""SOYBEANS""",864.2,42.0594,Basswood5,B,2009,Basswood
4023,-93.272613,41.539781,1.519999,"""SOYBEANS""",864.6,43.7224,Basswood5,B,2009,Basswood
4024,-93.272625,41.539796,1.5,"""SOYBEANS""",864.9,45.8765,Basswood5,B,2009,Basswood
4025,-93.272659,41.53984,1.48,"""SOYBEANS""",866,46.1584,Basswood5,B,2009,Basswood
4026,-93.27269,41.539886,1.46,"""SOYBEANS""",867.1,50.6472,Basswood5,B,2009,Basswood
4027,-93.272708,41.539916,1.5,"""SOYBEANS""",868.3,19.5748,Basswood5,B,2009,Basswood
4028,-93.272722,41.539946,1.519999,"""SOYBEANS""",869.3,8.6075,Basswood5,B,2009,Basswood
4029,-93.272746,41.53988,1.45,"""SOYBEANS""",866,21.5543,Basswood5,B,2009,Basswood
4030,-93.272737,41.539866,1.47,"""SOYBEANS""",865.6,14.4708,Basswood5,B,2009,Basswood
4031,-93.272709,41.539823,1.429999,"""SOYBEANS""",864.4,11.9421,Basswood5,B,2009,Basswood
529,-93.273844,41.539844,1.549999,"""CORN""",886.3,72.9698,Basswood5,B,2010,Basswood
530,-93.27383,41.539869,1.519999,"""CORN""",886.4,91.94,Basswood5,B,2010,Basswood
531,-93.273808,41.539906,1.529999,"""CORN""",886.2,129.9558,Basswood5,B,2010,Basswood
532,-93.273784,41.539942,1.539999,"""CORN""",886.1,161.5797,Basswood5,B,2010,Basswood
533,-93.27376,41.539979,1.539999,"""CORN""",885.8,147.295,Basswood5,B,2010,Basswood
534,-93.273734,41.540014,1.549999,"""CORN""",885.6,129.3925,Basswood5,B,2010,Basswood
535,-93.273706,41.540048,1.559999,"""CORN""",885.3,143.385,Basswood5,B,2010,Basswood
536,-93.273686,41.540071,1.549999,"""CORN""",885.1,147.0946,Basswood5,B,2010,Basswood
537,-93.273656,41.540104,1.529999,"""CORN""",884.8,137.4393,Basswood5,B,2010,Basswood
538,-93.273645,41.540115,1.519999,"""CORN""",884.8,113.8622,Basswood5,B,2010,Basswood
539,-93.273613,41.540146,1.539999,"""CORN""",884.6,134.7488,Basswood5,B,2010,Basswood
